TeamName,TeamID,Season,G,W,L,Eff,FGM,FG%,eFG%,FGA,FGM3,FG3%,FGA3,FTM,FT%,FTA,OR,ORB%,DR,DRB%,Ast,TO,TOV%,Stl,Blk,PF,OFGM,OFGA,OFG%,OeFG%,OFGM3,OFGA3,OFG3%,OFTM,OFTA,OFT%,OOR,OORB%,ODR,ODRB%,OAst,OTO,OTOV%,OStl,OBlk,OPF
Akron,1103,2014,33,21,12,27.818181818181817,777,43.190661478599225,49.69427459699833,1799,234,34.76968796433878,673,453,61.80081855388813,733,406,35.27367506516073,748,67.6923076923077,368,436,17.047765022365414,218,139,588,777,1814,42.8335170893054,47.27122381477398,161,495,32.525252525252526,464,647,71.71561051004637,357,32.30769230769231,745,64.72632493483927,358,430,17.004919562775836,216,104,634
Akron,1103,2015,34,20,14,30.823529411764707,787,41.07515657620042,49.4258872651357,1916,320,34.93449781659389,916,396,66.0,600,407,33.251633986928105,814,68.51851851851852,422,414,15.959907478797225,213,152,641,732,1808,40.48672566371681,45.54756637168141,183,554,33.03249097472924,503,741,67.88124156545209,374,31.48148148148148,817,66.74836601307189,355,415,16.280638985657344,237,96,573
Akron,1103,2016,33,25,8,35.666666666666664,856,43.36372847011145,53.21681864235056,1974,389,38.93893893893894,999,418,68.97689768976898,606,340,28.475711892797317,862,69.96753246753246,479,357,13.74324386751051,176,127,589,827,1966,42.06510681586979,47.0498474059003,196,647,30.293663060278206,429,635,67.55905511811024,370,30.032467532467532,854,71.52428810720268,379,381,14.506548888212,193,78,586
Akron,1103,2017,33,25,8,35.39393939393939,867,46.66307857911733,55.6243272335845,1858,333,36.958934517203105,901,463,67.7891654465593,683,324,29.589041095890412,811,71.76991150442478,479,384,15.103126032440256,179,103,606,839,1881,44.60393407761829,50.63795853269537,227,625,36.32,444,630,70.47619047619048,319,28.230088495575224,771,70.41095890410959,372,373,14.736093552465235,194,62,622
Akron,1103,2018,31,13,18,27.35483870967742,765,43.244771057094404,51.52628603730921,1769,293,35.47215496368039,826,387,69.60431654676259,556,297,27.373271889400925,728,71.58308751229106,401,429,17.562964661186257,185,74,621,810,1732,46.76674364896074,54.070438799076214,253,701,36.09129814550642,489,676,72.33727810650888,289,28.416912487708945,788,72.62672811059907,414,403,16.567726233740608,198,113,539
Alabama,1104,2014,31,12,19,28.774193548387096,704,43.83561643835616,49.377334993773346,1606,178,33.271028037383175,535,482,68.27195467422096,706,307,30.009775171065495,700,65.54307116104869,334,367,16.070834282111015,209,131,594,703,1669,42.12103055721989,47.034152186938286,164,534,30.711610486891384,515,689,74.74600870827285,368,34.45692883895131,716,69.99022482893452,371,388,16.43956341942919,176,126,589
Alabama,1104,2015,31,17,14,28.419354838709676,683,43.838254172015404,50.38510911424904,1558,204,32.125984251968504,635,496,72.19796215429403,687,295,30.04073319755601,716,68.45124282982792,321,375,16.776421745821555,195,112,598,673,1613,41.72349659020459,47.76813391196528,195,601,32.445923460898506,459,646,71.05263157894737,330,31.54875717017208,687,69.95926680244399,366,375,16.50353835862409,156,72,606
Alabama,1104,2016,32,18,14,27.21875,721,42.662721893491124,50.0887573964497,1690,251,34.2896174863388,732,446,63.98852223816356,697,313,28.172817281728175,796,65.67656765676567,338,426,17.583832780226853,180,169,618,740,1818,40.7040704070407,46.36963696369637,206,628,32.802547770700635,484,723,66.9432918395574,416,34.32343234323432,798,71.82718271827183,358,387,15.338152763245505,183,92,630
Alabama,1104,2017,33,19,14,30.545454545454547,784,42.37837837837838,48.270270270270274,1850,218,31.778425655976676,686,480,64.95263870094723,739,406,34.089000839630565,887,73.18481848184818,377,458,17.393549955186923,198,139,651,720,1796,40.089086859688194,45.71269487750557,202,609,33.16912972085386,487,727,66.98762035763411,325,26.815181518151814,785,65.91099916036943,315,448,17.473516701249668,208,100,652
Alabama,1104,2018,34,19,15,34.44117647058823,860,45.81779435269046,51.59829515183804,1877,217,32.436472346786246,669,523,67.22365038560412,778,341,29.045996592844975,893,69.38616938616939,426,481,17.812703679563903,218,186,646,822,1991,41.285786037167256,47.212456052235055,236,739,31.935047361299052,499,733,68.07639836289222,394,30.61383061383061,833,70.95400340715503,395,448,16.22294967988644,224,128,679
Alabama A&M,1105,2014,28,12,16,25.571428571428573,603,40.551445864156015,46.30127774041695,1487,171,32.32514177693762,529,410,66.34304207119742,618,275,27.610441767068274,667,65.84402764067127,351,371,17.418494591346153,169,114,615,599,1468,40.80381471389646,45.19754768392371,129,411,31.386861313868614,552,801,68.91385767790263,346,34.15597235932873,721,72.38955823293173,271,378,17.19401029821146,183,89,541
Alabama A&M,1105,2015,28,8,20,20.821428571428573,579,39.280868385346,44.74219810040705,1474,161,29.061371841155236,554,397,64.76345840130506,613,348,35.22267206477733,602,63.569165786694825,337,396,18.507094386181365,158,66,553,693,1520,45.5921052631579,50.42763157894738,147,443,33.182844243792324,391,628,62.261146496815286,345,36.430834213305175,640,64.77732793522267,336,332,15.599158021350176,195,83,536
Alabama A&M,1105,2016,28,10,18,26.535714285714285,651,41.38588684043229,46.63064208518754,1573,165,28.30188679245283,583,412,68.21192052980132,604,319,31.646825396825395,645,68.32627118644068,354,329,15.176956858692842,157,60,542,697,1537,45.34808067664281,50.553025374105395,160,498,32.1285140562249,399,608,65.625,299,31.673728813559322,689,68.35317460317461,337,316,14.902005168543564,165,79,566
Alabama A&M,1105,2017,29,2,27,18.06896551724138,630,40.2555910543131,44.24920127795527,1565,125,27.35229759299781,457,409,66.61237785016287,614,299,29.458128078817737,634,63.65461847389559,330,384,17.303844697993835,103,52,526,822,1736,47.35023041474654,53.513824884792626,214,590,36.271186440677965,397,583,68.09605488850772,362,36.34538152610442,716,70.54187192118226,423,272,12.011375479130235,204,111,533
Alabama A&M,1105,2018,31,3,28,16.322580645161292,673,39.681603773584904,45.04716981132076,1696,182,30.282861896838604,601,345,64.72795497185741,533,335,29.964221824686945,711,67.4573055028463,340,514,21.026622813476674,123,49,506,881,1843,47.80249593054802,53.9880629408573,228,595,38.319327731092436,377,549,68.6703096539162,343,32.542694497153704,783,70.03577817531306,460,353,14.481694809563662,237,151,529
Alabama St,1106,2014,28,16,12,27.928571428571427,676,41.47239263803681,46.04294478527608,1630,149,28.27324478178368,527,456,68.36581709145428,667,364,34.05051449953228,622,64.92693110647181,338,339,14.983557865704892,187,99,516,699,1554,44.98069498069498,49.61389961389961,144,466,30.901287553648068,435,619,70.27463651050081,336,35.07306889352819,705,65.94948550046773,337,410,18.333363143679907,161,86,571
Alabama St,1106,2015,27,17,10,34.2962962962963,696,43.41859014348098,48.22208359326263,1603,154,35.40229885057471,435,363,65.4054054054054,555,360,35.964035964035965,700,70.70707070707071,362,370,16.687714234169224,164,113,486,645,1545,41.74757281553398,46.89320388349515,159,473,33.61522198731501,359,550,65.27272727272727,290,29.292929292929294,641,64.03596403596403,325,360,16.767582673497905,197,79,495
Alabama St,1106,2016,29,12,17,28.03448275862069,719,39.922265408106604,45.50249861188229,1801,201,33.16831683168317,606,393,69.31216931216932,567,368,31.56089193825043,713,69.83349657198825,343,350,14.580417249883357,166,110,619,745,1625,45.84615384615385,51.2,174,515,33.786407766990294,476,728,65.38461538461539,308,30.166503428011755,798,68.43910806174958,383,375,16.161563922217628,175,108,508
Alabama St,1106,2017,30,7,23,19.533333333333335,693,38.93258426966292,44.29775280898877,1780,191,29.42989214175655,649,390,63.41463414634146,615,417,34.54846727423364,735,68.24512534818942,284,467,18.549412138544646,146,90,613,774,1726,44.84356894553882,50.347624565469296,190,551,34.48275862068966,499,735,67.89115646258503,342,31.75487465181058,790,65.45153272576636,385,382,15.711112939047462,215,91,551
Alabama St,1106,2018,31,8,23,23.903225806451612,751,40.859630032644176,46.545157780195865,1838,209,32.758620689655174,638,418,64.60587326120556,647,394,31.92868719611021,737,65.27900797165633,313,437,17.07244655581948,169,130,648,813,1795,45.2924791086351,51.92200557103064,238,631,37.717908082408876,573,836,68.54066985645933,392,34.720992028343666,840,68.0713128038898,418,401,15.640601597603593,207,119,590
Albany NY,1107,2014,32,18,14,29.90625,718,43.91437308868502,48.71559633027523,1635,157,36.42691415313225,431,520,74.82014388489209,695,331,32.38747553816047,775,70.90576395242452,354,404,17.22961446605254,177,98,552,728,1739,41.86313973548016,48.21736630247268,221,627,35.24720893141946,366,507,72.18934911242603,318,29.094236047575478,691,67.61252446183953,395,383,16.33206543060365,187,97,616
Albany NY,1107,2015,32,24,8,28.84375,706,43.98753894080997,50.12461059190031,1605,197,36.01462522851919,547,487,76.09375,640,320,32.48730964467005,756,74.48275862068967,334,374,16.544280279571797,181,52,528,672,1600,42.0,49.59375,243,666,36.486486486486484,340,486,69.95884773662551,259,25.517241379310345,665,67.51269035532995,370,399,18.0311274199671,153,110,604
Albany NY,1107,2016,31,23,8,34.96774193548387,781,45.59252772913018,50.758902510216,1713,177,32.35831809872029,547,574,74.93472584856397,766,363,35.27696793002916,822,73.8544474393531,386,394,16.120849085939675,201,49,545,752,1771,42.46188594014681,48.50367024280068,214,702,30.484330484330485,319,476,67.01680672268908,291,26.1455525606469,666,64.72303206997084,376,404,16.94318162755196,168,126,660
Albany NY,1107,2017,33,20,13,34.60606060606061,848,46.74751929437707,51.653803748621826,1814,178,36.85300207039337,483,470,76.2987012987013,616,351,33.49236641221374,807,76.27599243856332,415,392,15.825339921842199,169,56,589,766,1750,43.77142857142857,51.28571428571429,263,761,34.55978975032851,391,550,71.0909090909091,251,23.72400756143667,697,66.50763358778626,419,382,16.090985678180285,189,133,602
Albany NY,1107,2018,31,21,10,34.96774193548387,802,45.46485260770975,50.48185941043084,1764,177,36.7983367983368,481,492,75.4601226993865,652,360,34.5821325648415,783,75.65217391304347,388,364,15.07321274763135,146,91,504,784,1751,44.774414620217016,50.628212450028556,205,629,32.591414944356124,332,475,69.89473684210526,252,24.347826086956523,681,65.4178674351585,420,354,15.298184961106308,173,132,606
Alcorn St,1108,2014,28,9,19,19.892857142857142,604,41.00475220638153,45.21384928716905,1473,124,30.097087378640776,412,402,65.90163934426229,610,269,28.617021276595743,580,65.46275395033861,250,325,15.72783584978707,152,104,529,658,1493,44.07233757535164,49.497655726724716,162,465,34.83870967741935,443,618,71.68284789644012,306,34.537246049661405,671,71.38297872340425,352,349,16.50961247350893,146,74,475
Alcorn St,1108,2015,30,5,25,17.3,666,38.78858474082703,43.04018637157833,1717,146,28.404669260700388,514,423,65.6832298136646,644,339,30.186999109528053,618,64.04145077720207,261,350,14.891335795367516,176,81,539,792,1679,47.170935080405,52.79928528886242,189,495,38.18181818181818,452,671,67.36214605067065,347,35.95854922279793,784,69.81300089047195,402,377,16.03409264898522,156,100,525
Alcorn St,1108,2016,28,13,15,21.321428571428573,640,40.3530895334174,45.64943253467844,1586,168,30.939226519337016,543,416,68.30870279146141,609,361,34.84555984555985,649,68.10073452256033,254,402,17.81946488412915,125,109,516,696,1567,44.41608168474792,50.989151244416085,206,558,36.91756272401434,437,622,70.2572347266881,304,31.899265477439663,675,65.15444015444015,371,330,15.202609320581567,197,90,537
Alcorn St,1108,2017,29,15,14,30.20689655172414,706,42.25014961101137,47.93536804308797,1671,190,31.986531986531986,594,360,65.69343065693431,548,342,31.902985074626866,751,68.8359303391384,360,408,17.585297312207988,183,95,558,704,1657,42.48642124321062,47.314423657211826,160,530,30.18867924528302,434,659,65.85735963581183,340,31.164069660861593,730,68.09701492537313,392,371,16.00545307080364,200,75,497
Alcorn St,1108,2018,28,7,21,24.892857142857142,658,42.12548015364917,48.36747759282971,1562,195,33.333333333333336,585,381,72.29601518026566,527,264,27.076923076923077,664,66.93548387096774,330,408,18.529620142787074,163,76,547,724,1624,44.58128078817734,52.062807881773395,243,666,36.486486486486484,466,652,71.47239263803681,328,33.064516129032256,711,72.92307692307692,427,350,15.480697781394854,176,91,489
American Univ,1110,2014,32,20,12,35.46875,737,49.46308724832215,56.275167785234906,1490,203,38.22975517890772,531,369,70.96153846153847,520,228,26.95035460992908,734,70.10506208213944,484,447,20.63902484070551,193,110,551,645,1569,41.10898661567877,45.920968769917145,151,482,31.327800829875518,435,646,67.3374613003096,313,29.894937917860553,618,73.04964539007092,323,388,17.311845228534207,225,78,564
American Univ,1110,2015,33,17,16,26.757575757575758,683,46.17985125084517,53.380662609871536,1479,213,37.3029772329247,571,359,70.53045186640472,509,188,21.436716077537056,640,68.52248394004282,408,370,17.848873108984254,196,84,484,706,1552,45.48969072164948,51.0631443298969,173,505,34.257425742574256,348,513,67.83625730994152,294,31.47751605995717,689,78.56328392246294,361,416,18.963222289079734,167,91,562
American Univ,1110,2016,31,12,19,21.64516129032258,631,42.434431741761934,48.99125756556826,1487,195,34.09090909090909,572,328,69.63906581740977,471,218,23.542116630669547,656,69.7872340425532,348,428,20.16737032569361,176,69,567,735,1568,46.875,51.5625,147,473,31.078224101479915,419,628,66.71974522292993,284,30.21276595744681,708,76.45788336933045,362,372,16.784579844065842,225,75,531
American Univ,1110,2017,30,8,22,25.133333333333333,692,44.87678339818417,50.3242542153048,1542,168,31.75803402646503,529,293,61.81434599156118,474,204,21.656050955414013,664,72.0173535791757,339,396,18.448121645796064,209,73,549,716,1528,46.8586387434555,52.4869109947644,172,468,36.75213675213675,445,632,70.4113924050633,258,27.9826464208243,738,78.343949044586,384,396,17.982997892901256,198,84,493
American Univ,1110,2018,30,6,24,25.133333333333333,698,43.21981424148607,50.61919504643962,1615,239,33.70944992947814,709,326,66.39511201629328,491,242,23.842364532019705,627,68.67469879518072,367,413,18.404306518600382,217,98,551,776,1595,48.65203761755486,54.890282131661436,199,519,38.34296724470135,464,650,71.38461538461539,286,31.32530120481928,773,76.1576354679803,412,413,18.00348735832607,208,108,499
Appalachian St,1111,2014,26,5,21,21.192307692307693,583,40.04120879120879,44.19642857142857,1456,121,29.368932038834952,412,381,63.60601001669449,599,333,33.5010060362173,575,68.53396901072706,255,327,15.978031428348057,156,67,526,664,1398,47.4964234620887,52.71816881258942,146,394,37.055837563451774,407,603,67.49585406301824,264,31.46603098927294,661,66.4989939637827,344,329,16.51341150016062,153,112,517
Appalachian St,1111,2015,29,12,17,21.655172413793103,637,39.76279650436954,45.56803995006242,1602,186,31.632653061224488,588,381,70.817843866171,538,330,31.339031339031337,680,70.03089598352214,318,398,17.793912514753746,122,61,551,735,1604,45.82294264339152,50.561097256857856,152,472,32.20338983050848,411,602,68.27242524916943,291,29.96910401647786,723,68.66096866096866,364,332,15.084875140852748,180,93,556
Appalachian St,1111,2016,31,9,22,22.612903225806452,719,40.05571030640669,47.1866295264624,1795,256,35.55555555555556,720,493,70.32810271041369,701,393,32.99748110831234,747,67.66304347826086,358,462,18.008606710739677,127,103,667,856,1852,46.220302375809936,51.16090712742981,183,474,38.607594936708864,503,738,68.15718157181571,357,32.33695652173913,798,67.00251889168766,374,349,13.817842041081354,197,116,673
Appalachian St,1111,2017,28,7,21,25.142857142857142,669,40.619307832422585,47.38919247115969,1647,223,32.650073206442165,683,412,67.54098360655738,610,314,28.88684452621895,711,72.92307692307692,357,390,16.91680402533183,141,78,612,749,1589,47.136563876651984,52.863436123348016,182,466,39.05579399141631,491,712,68.96067415730337,264,27.076923076923077,773,71.11315547378105,369,340,15.163137520737822,171,102,570
Appalachian St,1111,2018,31,13,18,28.677419354838708,786,42.69418794133623,49.86420423682781,1841,264,33.29129886506936,793,454,66.96165191740413,678,347,29.33220625528318,814,74.20237010027347,368,419,16.377935520185122,169,103,586,824,1823,45.20021941854087,51.316511245200225,223,587,37.98977853492334,486,668,72.75449101796407,283,25.797629899726527,836,70.66779374471682,396,384,15.354349599347438,205,100,633
Arizona,1112,2014,34,30,4,42.05882352941177,892,46.84873949579832,51.575630252100844,1904,180,35.64356435643565,505,520,65.4911838790932,794,428,37.24978241949521,894,74.00662251655629,513,355,13.610084497538683,200,144,559,693,1819,38.097855964815835,42.22100054975261,150,477,31.446540880503143,441,627,70.33492822966507,314,25.99337748344371,721,62.75021758050479,312,422,16.766790629668478,162,108,633
Arizona,1112,2015,34,31,3,42.11764705882353,908,48.94878706199461,53.58490566037736,1855,172,35.98326359832636,478,611,69.90846681922197,874,368,34.137291280148425,898,77.68166089965398,483,381,14.538877186555546,244,122,609,686,1752,39.15525114155251,44.32077625570776,181,551,32.849364791288565,440,636,69.18238993710692,258,22.318339100346023,710,65.86270871985158,335,481,19.14168828894796,159,87,718
Arizona,1112,2016,33,25,8,42.39393939393939,926,48.1789802289282,53.772112382934445,1922,215,38.256227758007114,562,613,72.2877358490566,848,384,35.06849315068493,944,75.0994431185362,479,423,15.562226833252396,162,158,601,829,2007,41.30543099152965,46.312904833084204,201,626,32.108626198083066,418,587,71.20954003407155,313,24.900556881463803,711,64.93150684931507,403,383,14.46221698611929,178,114,726
Arizona,1112,2017,34,30,4,39.705882352941174,891,47.57074212493326,53.68392952482648,1873,229,39.75694444444444,576,582,75.78125,768,350,33.36510962821735,900,73.83100902378999,469,389,14.961998830733252,187,110,577,808,1945,41.54241645244216,47.146529562982,218,712,30.617977528089888,391,567,68.95943562610229,319,26.16899097621001,699,66.63489037178265,430,405,15.580039084740024,161,102,673
Arizona,1112,2018,34,27,7,44.588235294117645,980,50.541516245487365,56.60134089736978,1939,235,37.66025641025641,624,555,76.02739726027397,730,341,33.268292682926834,905,74.97928748964374,518,418,15.60749757299679,169,155,595,856,1985,43.123425692695214,49.3198992443325,246,699,35.1931330472103,462,631,73.21711568938193,302,25.020712510356258,684,66.73170731707317,430,396,14.894833448680528,210,90,676
Arizona St,1113,2014,32,21,11,36.375,809,45.0445434298441,52.28285077951003,1796,260,38.63298662704309,673,523,69.36339522546419,754,270,24.193548387096776,870,69.87951807228916,454,367,14.710833907870896,165,181,617,790,1903,41.51339989490278,45.98003152916448,170,524,32.44274809160305,454,705,64.39716312056737,375,30.120481927710845,846,75.80645161290323,370,385,14.817950889077055,178,130,634
Arizona St,1113,2015,32,17,15,28.3125,756,44.44444444444444,50.852439741328624,1701,218,34.82428115015974,626,492,66.84782608695652,736,343,31.87732342007435,764,74.1747572815534,414,444,17.984154501709305,189,73,606,768,1707,44.99121265377856,50.146455770357356,176,485,36.28865979381443,414,596,69.46308724832215,266,25.8252427184466,733,68.12267657992564,395,415,17.405965842364864,196,134,675
Arizona St,1113,2016,32,15,17,28.125,796,41.47993746743095,48.09796769150599,1919,254,33.597883597883595,756,499,68.73278236914601,726,394,31.49480415667466,783,72.16589861751153,405,384,14.642851695367673,170,86,654,830,1812,45.80573951434879,51.98675496688742,224,634,35.33123028391167,483,690,70.0,302,27.83410138248848,857,68.50519584332534,483,411,16.266919971503206,186,150,670
Arizona St,1113,2017,33,15,18,31.151515151515152,888,43.38055691255496,51.39228138739619,2047,328,36.607142857142854,896,489,74.88514548238898,653,304,24.358974358974358,773,67.80701754385964,430,344,12.843872278144508,194,106,558,978,2041,47.91768740813327,55.365017148456644,304,835,36.40718562874252,435,611,71.19476268412438,367,32.19298245614035,944,75.64102564102564,621,439,15.970372957320178,171,130,604
Arizona St,1113,2018,31,20,11,37.903225806451616,867,46.41327623126338,53.82762312633833,1868,277,36.399474375821285,761,578,73.81864623243933,783,307,28.08783165599268,785,69.28508384819064,439,332,13.047647493436877,204,111,587,821,1870,43.903743315508024,50.72192513368984,255,746,34.18230563002681,438,605,72.39669421487604,348,30.71491615180936,786,71.91216834400733,469,463,17.813173284087412,167,109,673
Ark Little Rock,1114,2014,30,13,17,28.233333333333334,718,41.79278230500582,46.0128055878929,1718,145,31.11587982832618,466,529,74.19354838709677,713,341,31.28440366972477,751,69.6014828544949,336,402,16.517923179330406,173,114,657,714,1663,42.93445580276609,49.93986770895971,233,667,34.93253373313343,578,835,69.22155688622755,328,30.3985171455051,749,68.71559633027523,410,389,16.078366537157972,210,116,598
Ark Little Rock,1114,2015,30,12,18,28.366666666666667,712,41.540256709451576,47.60793465577596,1714,208,33.98692810457516,612,437,70.94155844155844,616,314,28.467815049864008,707,68.77431906614785,363,314,13.65787459113369,171,79,573,726,1631,44.51256897608829,51.042305334150825,213,584,36.47260273972603,451,666,67.71771771771772,321,31.22568093385214,789,71.53218495013598,379,402,17.28259187288267,140,83,558
Ark Little Rock,1114,2016,31,27,4,35.67741935483871,776,45.70082449941107,52.41460541813898,1698,228,38.70967741935484,589,390,73.44632768361582,531,270,26.94610778443114,750,69.89748369058714,400,317,14.09740999003842,195,95,566,624,1596,39.097744360902254,45.11278195488722,192,638,30.094043887147336,422,612,68.95424836601308,323,30.102516309412863,732,73.05389221556887,323,426,18.59222792500262,125,85,536
Ark Little Rock,1114,2017,30,13,17,28.666666666666668,708,43.35578689528475,49.05082669932639,1633,186,33.81818181818182,550,389,73.67424242424242,528,285,28.443113772455092,695,72.39583333333334,342,387,17.182283156922644,172,109,547,697,1552,44.90979381443299,51.77190721649485,213,588,36.224489795918366,452,626,72.20447284345047,265,27.604166666666668,717,71.55688622754491,377,393,17.699194754192863,164,78,488
Ark Little Rock,1114,2018,30,6,24,22.6,681,41.85617701290719,47.44929317762753,1627,182,31.762652705061083,573,321,61.376673040152966,523,297,28.285714285714285,715,68.81616939364774,347,440,19.154419446959672,139,87,587,708,1639,43.19707138499085,50.76266015863331,248,707,35.07779349363508,448,665,67.36842105263158,324,31.183830606352263,753,71.71428571428572,404,403,17.262057740083954,169,113,502
Ark Pine Bluff,1115,2014,29,11,18,21.79310344827586,619,40.99337748344371,46.95364238410596,1510,180,34.09090909090909,528,406,65.48387096774194,620,293,29.212362911266197,592,66.59167604049495,333,437,19.686458239481034,275,62,565,685,1450,47.241379310344826,54.0,196,532,36.8421052631579,504,735,68.57142857142857,297,33.40832395950506,710,70.7876370887338,434,469,20.915090973956474,217,128,519
Ark Pine Bluff,1115,2015,32,12,20,19.9375,656,40.04884004884005,46.24542124542125,1638,203,33.224222585924714,611,397,67.97945205479452,584,325,30.402245088868103,601,60.52366565961732,323,489,20.51208912901223,283,108,623,705,1583,44.535691724573596,51.16866708780796,210,569,36.90685413005272,520,773,67.27037516170763,392,39.47633434038268,744,69.5977549111319,416,518,21.219767975355573,240,87,546
Ark Pine Bluff,1115,2016,33,8,25,17.818181818181817,674,39.14053426248548,45.005807200929155,1722,202,30.33033033033033,666,317,61.078998073217726,519,322,27.710843373493976,682,62.56880733944954,317,516,20.92151997275337,235,124,724,747,1701,43.91534391534392,49.2063492063492,180,557,32.31597845601436,648,913,70.97480832420591,408,37.43119266055046,840,72.28915662650603,441,438,17.23920778362039,271,99,524
Ark Pine Bluff,1115,2017,30,6,24,17.366666666666667,641,39.88799004355943,45.986309894212816,1607,196,34.44639718804921,569,342,64.89563567362428,527,314,29.904761904761905,618,64.64435146443515,301,538,22.634714415536333,255,81,674,690,1507,45.78633045786331,52.18978102189781,193,592,32.601351351351354,623,882,70.63492063492063,338,35.35564853556485,736,70.0952380952381,410,488,20.477701126273562,289,91,483
Ark Pine Bluff,1115,2018,35,14,21,26.37142857142857,815,43.74664519592056,49.57058507783145,1863,217,32.878787878787875,660,460,67.54772393538913,681,279,23.86655260906758,749,62.67782426778242,427,497,18.686739558737273,275,144,684,831,1919,43.30380406461699,49.21834288692027,227,690,32.89855072463768,610,858,71.0955710955711,446,37.32217573221757,890,76.13344739093242,489,534,18.86579144468154,274,68,610
Arkansas,1116,2014,32,21,11,39.6875,871,44.39347604485219,50.53516819571865,1962,241,36.68188736681888,657,585,72.4907063197026,807,375,31.565656565656564,764,62.571662571662564,492,374,13.897765952703004,276,179,669,759,1868,40.63169164882227,46.01177730192719,201,582,34.5360824742268,560,810,69.1358024691358,457,37.42833742833743,813,68.43434343434343,357,551,19.852994163003533,175,102,653
